DANCe RAJ2000_1 RAJ2000_2 RAJ2000_3 DEJ2000_1 DEJ2000_2 DEJ2000_3 pmRA e_pmRA pmDE e_pmDE plx e_plx
J034921.75+242251.4 03 49 21.75 24 22 51.44 18.2 0.9 -44.8 0.8 7.4 1.2
J034921.93+245443.1 03 49 21.93 24 54 43.11 19.8 0.8 -47.7 0.8 7.9 1.3
J034922.14+254737.9 03 49 22.14 25 47 37.88 19.0 0.3 -42.5 0.3 7.1 1.2
J034922.51+213756.2 03 49 22.51 21 37 56.18 20.1 0.3 -46.6 0.2 7.9 1.3
J034924.07+235021.0 03 49 24.07 23 50 20.96 17.1 1.2 -48.5 1.2 7.9 1.3
J034925.56+221844.3 03 49 25.56 22 18 44.28 18.3 0.8 -40.1 0.7 6.8 1.1
J034925.61+230250.1 03 49 25.61 23 02 50.14 21.8 0.4 -46.2 0.3 7.9 1.3
J034925.98+241451.7 03 49 25.98 24 14 51.74 21.2 1.0 -44.0 0.9 7.5 1.2
J034926.63+225054.6 03 49 26.63 22 50 54.63 18.7 0.3 -45.1 0.2 7.5 1.2
J034927.59+242413.5 03 49 27.59 24 24 13.51 21.0 0.5 -42.7 0.5 7.3 1.2
J034929.82+233855.1 03 49 29.82 23 38 55.06 15.4 0.6 -44.4 0.6 7.2 1.2
J034931.23+234119.5 03 49 31.23 23 41 19.49 18.9 0.5 -41.0 0.4 6.9 1.1
J034932.17+231617.8 03 49 32.17 23 16 17.76 21.0 0.8 -43.1 0.8 7.4 1.2
J034932.54+235542.3 03 49 32.54 23 55 42.31 18.7 0.6 -45.0 0.5 7.5 1.2
J034932.58+232440.8 03 49 32.58 23 24 40.83 21.2 0.8 -44.1 0.8 7.5 1.2
J034932.81+254747.0 03 49 32.81 25 47 46.97 19.8 0.3 -44.9 0.2 7.5 1.2
J034933.04+243202.6 03 49 33.04 24 32 02.55 19.5 0.3 -44.1 0.2 7.4 1.2
J034933.12+241304.5 03 49 33.12 24 13 04.53 21.4 0.5 -46.1 0.5 7.8 1.2
J034933.97+221635.8 03 49 33.97 22 16 35.81 19.5 1.7 -46.0 1.6 7.7 1.3
J034934.92+232716.5 03 49 34.92 23 27 16.46 17.6 0.8 -49.5 0.8 8.1 1.3
J034935.29+255934.6 03 49 35.29 25 59 34.60 19.6 0.4 -45.1 0.3 7.5 1.2
J034935.46+222326.0 03 49 35.46 22 23 26.03 19.7 0.8 -43.8 0.8 7.4 1.2
J034935.77+200628.6 03 49 35.77 20 06 28.60 22.1 1.7 -44.7 1.7 7.8 1.3
J034936.12+235623.1 03 49 36.12 23 56 23.08 18.2 0.5 -41.6 0.5 7.0 1.1
J034936.32+260216.2 03 49 36.32 26 02 16.16 17.6 0.9 -41.3 0.9 6.9 1.1
J034936.53+241813.9 03 49 36.53 24 18 13.90 18.5 0.5 -44.9 0.4 7.5 1.2
J034936.56+241745.5 03 49 36.56 24 17 45.49 16.4 0.9 -45.1 0.9 7.4 1.2
J034938.18+223200.5 03 49 38.18 22 32 00.54 19.3 0.9 -44.3 0.9 7.5 1.2
J034940.92+232029.7 03 49 40.92 23 20 29.66 19.6 0.9 -43.8 0.9 7.4 1.2
J034941.14+231459.4 03 49 41.14 23 14 59.37 21.5 0.4 -42.8 0.3 7.4 1.2
J034941.21+225640.7 03 49 41.21 22 56 40.74 19.3 0.4 -43.2 0.4 7.3 1.2
J034941.34+260853.3 03 49 41.34 26 08 53.28 15.0 0.3 -40.8 0.2 6.6 1.1
J034941.71+215619.0 03 49 41.71 21 56 19.03 15.6 1.0 -43.2 1.0 7.1 1.2
J034942.29+242746.6 03 49 42.29 24 27 46.62 17.8 0.7 -48.9 0.6 8.0 1.3
J034943.18+243946.5 03 49 43.18 24 39 46.49 17.0 0.3 -42.5 0.2 7.0 1.1
J034943.53+234242.7 03 49 43.53 23 42 42.68 17.2 0.9 -44.1 0.8 7.3 1.2
J034947.04+254236.7 03 49 47.04 25 42 36.73 17.0 0.4 -43.8 0.3 7.2 1.2
J034948.15+263747.8 03 49 48.15 26 37 47.78 17.2 0.5 -44.6 0.5 7.3 1.2
J034950.37+234219.8 03 49 50.37 23 42 19.81 17.7 0.5 -45.3 0.5 7.5 1.2
J034952.44+240342.9 03 49 52.44 24 03 42.91 19.0 0.6 -43.1 0.5 7.2 1.2
J034955.07+221438.9 03 49 55.07 22 14 38.95 22.5 0.7 -45.4 0.7 7.8 1.2
J034955.49+240604.9 03 49 55.49 24 06 04.88 19.4 0.4 -42.6 0.4 7.2 1.2
J034955.78+244431.5 03 49 55.78 24 44 31.50 19.4 0.3 -45.9 0.2 7.7 1.2
J034956.60+242056.4 03 49 56.60 24 20 56.37 19.7 0.9 -44.3 0.9 7.4 1.2
J034956.81+245907.1 03 49 56.81 24 59 07.07 19.7 0.3 -44.0 0.2 7.4 1.2
J034957.64+234328.0 03 49 57.64 23 43 27.99 18.9 0.5 -44.5 0.4 7.4 1.2
J034958.05+235055.3 03 49 58.05 23 50 55.28 20.3 1.0 -46.3 1.0 7.8 1.2
J034958.33+250621.1 03 49 58.33 25 06 21.14 20.1 0.3 -45.9 0.2 7.7 1.2
J034958.35+234233.6 03 49 58.35 23 42 33.59 16.1 0.4 -43.1 0.4 7.1 1.2
J034958.61+255346.1 03 49 58.61 25 53 46.13 21.2 0.4 -44.6 0.4 7.5 1.2
J034959.54+241145.8 03 49 59.54 24 11 45.81 19.0 0.3 -40.6 0.2 6.9 1.1
J035002.18+235144.4 03 50 02.18 23 51 44.44 20.4 0.5 -45.0 0.5 7.6 1.2
J035005.00+231817.4 03 50 05.00 23 18 17.35 18.7 0.3 -45.9 0.2 7.6 1.2
J035005.06+240726.2 03 50 05.06 24 07 26.18 18.1 0.3 -42.7 0.2 7.1 1.2
J035006.42+265818.9 03 50 06.42 26 58 18.92 21.3 0.6 -46.0 0.5 7.7 1.2
J035006.55+245946.5 03 50 06.55 24 59 46.53 17.1 0.3 -49.0 0.2 8.0 1.3
J035008.43+253255.5 03 50 08.43 25 32 55.54 16.5 1.0 -45.9 1.0 7.5 1.2
J035008.62+244017.7 03 50 08.62 24 40 17.67 18.4 0.5 -44.6 0.5 7.4 1.2
J035009.72+204154.0 03 50 09.72 20 41 54.04 17.2 2.1 -41.7 2.1 7.0 1.2
J035010.77+242841.3 03 50 10.77 24 28 41.34 19.1 0.5 -43.7 0.4 7.3 1.2
J035012.41+243158.3 03 50 12.41 24 31 58.25 18.5 0.5 -46.4 0.4 7.7 1.2
J035012.45+235535.9 03 50 12.45 23 55 35.87 18.6 0.4 -44.7 0.3 7.4 1.2
J035012.60+234848.7 03 50 12.60 23 48 48.74 18.6 0.5 -46.1 0.4 7.6 1.2
J035013.00+242107.0 03 50 13.00 24 21 06.99 16.2 1.0 -46.8 0.9 7.6 1.2
J035014.76+252529.7 03 50 14.76 25 25 29.72 17.3 1.0 -47.0 0.9 7.7 1.2
J035015.27+241336.2 03 50 15.27 24 13 36.18 17.6 0.3 -42.5 0.2 7.1 1.2
J035015.96+261137.1 03 50 15.96 26 11 37.12 18.7 0.4 -45.8 0.3 7.6 1.2
J035016.09+240834.5 03 50 16.09 24 08 34.53 18.3 0.9 -45.0 0.9 7.5 1.2
J035017.59+225559.0 03 50 17.59 22 55 58.97 19.2 0.4 -42.1 0.3 7.1 1.2
J035018.22+243515.3 03 50 18.22 24 35 15.31 20.8 0.5 -46.1 0.4 7.8 1.2
J035019.15+241634.0 03 50 19.15 24 16 34.04 16.2 0.3 -46.0 0.3 7.5 1.2
J035022.01+235530.2 03 50 22.01 23 55 30.21 19.9 0.9 -46.3 0.8 7.7 1.2
J035022.04+223732.4 03 50 22.04 22 37 32.38 19.0 0.3 -41.4 0.2 7.0 1.1
J035022.92+221117.6 03 50 22.92 22 11 17.60 16.5 1.2 -45.1 1.1 7.4 1.2
J035025.15+235541.7 03 50 25.15 23 55 41.72 16.8 0.4 -41.4 0.3 6.9 1.1
J035027.35+232245.0 03 50 27.35 23 22 44.96 17.8 0.3 -45.1 0.2 7.5 1.2
J035027.83+230355.1 03 50 27.83 23 03 55.14 19.0 0.3 -42.8 0.2 7.2 1.2
J035029.74+192101.5 03 50 29.74 19 21 01.45 20.0 2.6 -41.6 2.5 7.2 1.2
J035029.97+250306.8 03 50 29.97 25 03 06.82 15.3 0.3 -43.7 0.2 7.1 1.2
J035031.96+220847.3 03 50 31.96 22 08 47.27 19.4 1.1 -42.6 1.1 7.2 1.2
J035033.08+242021.8 03 50 33.08 24 20 21.83 17.1 0.3 -45.5 0.2 7.5 1.2
J035034.59+243027.8 03 50 34.59 24 30 27.83 20.9 0.3 -44.0 0.3 7.5 1.2
J035035.73+252535.2 03 50 35.73 25 25 35.18 19.1 0.4 -46.6 0.3 7.7 1.2
J035037.41+222808.1 03 50 37.41 22 28 08.06 20.7 0.3 -44.1 0.2 7.5 1.2
J035037.95+230305.1 03 50 37.95 23 03 05.10 20.0 0.6 -44.0 0.6 7.5 1.2
J035038.91+231302.7 03 50 38.91 23 13 02.74 17.5 0.4 -45.3 0.4 7.5 1.2
J035039.31+252337.1 03 50 39.31 25 23 37.13 19.5 2.7 -44.2 2.6 7.4 1.3
J035039.32+261603.9 03 50 39.32 26 16 03.86 18.7 0.4 -44.5 0.3 7.4 1.2
J035039.55+250254.5 03 50 39.55 25 02 54.53 20.5 1.8 -42.3 1.8 7.2 1.2
J035040.08+235558.7 03 50 40.08 23 55 58.75 18.9 0.8 -50.3 0.8 8.3 1.3
J035041.20+253930.6 03 50 41.20 25 39 30.57 20.4 0.4 -46.8 0.3 7.8 1.2
J035042.15+232933.1 03 50 42.15 23 29 33.11 19.1 0.4 -47.0 0.3 7.8 1.2
J035042.44+241255.5 03 50 42.44 24 12 55.53 17.4 0.3 -44.0 0.2 7.3 1.2
J035043.06+231955.8 03 50 43.06 23 19 55.77 19.3 0.3 -44.5 0.2 7.5 1.2
J035044.34+250705.3 03 50 44.34 25 07 05.29 19.8 0.3 -44.9 0.2 7.5 1.2
J035046.04+225550.0 03 50 46.04 22 55 50.05 16.2 1.3 -45.7 1.3 7.5 1.2
J035048.97+224011.7 03 50 48.97 22 40 11.73 19.6 0.8 -44.0 0.8 7.4 1.2
J035050.78+205431.4 03 50 50.78 20 54 31.43 21.1 1.4 -49.5 1.4 8.4 1.3
J035051.45+231944.5 03 50 51.45 23 19 44.51 17.7 0.4 -46.8 0.3 7.7 1.2
J035052.17+232711.2 03 50 52.17 23 27 11.22 22.1 0.5 -45.8 0.4 7.8 1.2
J035052.18+261140.2 03 50 52.18 26 11 40.18 17.6 0.4 -43.7 0.3 7.2 1.2
J035052.43+235741.3 03 50 52.43 23 57 41.28 20.0 0.9 -45.4 0.9 7.6 1.2
J035054.42+272613.0 03 50 54.42 27 26 12.98 21.2 2.1 -46.4 2.1 7.8 1.3
J035054.65+242155.9 03 50 54.65 24 21 55.93 17.3 0.3 -46.9 0.2 7.7 1.2
J035054.98+243303.7 03 50 54.98 24 33 03.69 16.1 0.3 -40.8 0.2 6.7 1.1
J035056.63+253506.1 03 50 56.63 25 35 06.06 17.0 0.8 -44.7 0.7 7.3 1.2
J035057.40+242444.4 03 50 57.40 24 24 44.41 17.4 0.4 -45.2 0.3 7.4 1.2
J035057.41+240630.9 03 50 57.41 24 06 30.85 19.8 0.4 -42.7 0.3 7.2 1.2
J035057.42+240630.8 03 50 57.42 24 06 30.82 17.7 0.3 -46.5 0.2 7.6 1.2
J035058.17+235542.6 03 50 58.17 23 55 42.59 17.1 0.4 -42.0 0.4 7.0 1.1
J035103.60+243235.4 03 51 03.60 24 32 35.37 17.9 0.3 -45.0 0.2 7.4 1.2
J035103.92+222416.7 03 51 03.92 22 24 16.69 18.8 1.3 -46.2 1.3 7.7 1.2
J035105.08+263651.4 03 51 05.08 26 36 51.42 19.3 0.5 -44.0 0.4 7.3 1.2
J035105.57+244412.4 03 51 05.57 24 44 12.43 17.2 0.4 -44.4 0.3 7.3 1.2
J035106.12+223800.7 03 51 06.12 22 38 00.75 21.5 0.3 -45.4 0.2 7.7 1.2
J035107.10+232057.6 03 51 07.10 23 20 57.59 17.6 0.3 -40.8 0.2 6.8 1.1
J035109.53+241014.7 03 51 09.53 24 10 14.73 20.7 1.7 -46.1 1.6 7.8 1.3
J035111.53+242313.2 03 51 11.53 24 23 13.20 17.6 0.3 -45.3 0.2 7.5 1.2
J035111.88+234443.4 03 51 11.88 23 44 43.39 17.9 0.3 -45.5 0.2 7.5 1.2
J035112.08+235557.2 03 51 12.08 23 55 57.19 20.6 0.6 -47.5 0.6 8.0 1.3
J035113.86+252311.1 03 51 13.86 25 23 11.05 17.8 1.0 -47.5 0.9 7.8 1.2
J035115.82+231656.1 03 51 15.82 23 16 56.07 20.0 0.3 -44.3 0.2 7.5 1.2
J035116.62+210334.9 03 51 16.62 21 03 34.90 18.4 0.8 -46.5 0.7 7.8 1.2
J035117.95+260122.0 03 51 17.95 26 01 22.00 16.6 0.4 -44.9 0.4 7.3 1.2
J035118.86+260308.5 03 51 18.86 26 03 08.53 17.7 1.0 -44.2 1.0 7.3 1.2
J035119.06+241013.2 03 51 19.06 24 10 13.24 20.5 0.3 -47.5 0.2 8.0 1.3
J035119.49+230949.2 03 51 19.49 23 09 49.22 19.4 0.9 -43.3 0.9 7.3 1.2
J035119.77+230404.1 03 51 19.77 23 04 04.11 19.2 0.4 -42.9 0.3 7.2 1.2
J035120.68+193837.8 03 51 20.68 19 38 37.76 20.8 3.8 -45.9 3.9 7.9 1.4
J035123.82+225029.1 03 51 23.82 22 50 29.11 17.6 0.3 -45.7 0.2 7.6 1.2
J035123.88+220647.8 03 51 23.88 22 06 47.77 17.0 1.2 -45.7 1.2 7.5 1.2
J035123.90+250552.4 03 51 23.90 25 05 52.45 19.0 0.7 -41.2 0.7 7.0 1.1
J035124.17+260311.2 03 51 24.17 26 03 11.16 17.0 0.8 -42.7 0.8 7.0 1.2
J035124.41+240514.5 03 51 24.41 24 05 14.50 19.5 0.3 -45.8 0.2 7.7 1.2
J035125.57+234521.4 03 51 25.57 23 45 21.42 18.3 0.4 -45.2 0.3 7.5 1.2
J035125.88+244738.6 03 51 25.88 24 47 38.62 18.8 0.5 -46.2 0.5 7.7 1.2
J035133.99+243409.1 03 51 33.99 24 34 09.09 19.4 0.3 -45.6 0.2 7.6 1.2
J035134.25+234750.0 03 51 34.25 23 47 50.02 18.4 0.3 -44.7 0.2 7.4 1.2
J035134.89+211240.7 03 51 34.89 21 12 40.70 16.0 0.8 -43.7 0.8 7.2 1.2
J035138.95+243044.8 03 51 38.95 24 30 44.77 18.8 0.5 -43.2 0.4 7.2 1.2
J035139.04+224500.8 03 51 39.04 22 45 00.84 19.2 0.4 -46.7 0.3 7.8 1.2
J035139.08+232204.4 03 51 39.08 23 22 04.43 20.8 0.3 -47.0 0.2 7.9 1.3
J035139.11+243529.2 03 51 39.11 24 35 29.22 19.6 0.3 -43.9 0.2 7.4 1.2
J035139.19+235118.4 03 51 39.19 23 51 18.43 18.8 0.3 -47.9 0.2 7.9 1.3
J035139.51+265255.7 03 51 39.51 26 52 55.73 16.2 0.5 -43.2 0.5 7.1 1.2
J035144.94+232639.5 03 51 44.94 23 26 39.50 19.9 0.7 -44.8 0.7 7.6 1.2
J035147.65+243959.1 03 51 47.65 24 39 59.11 21.0 0.9 -45.0 0.8 7.6 1.2
J035150.60+225344.2 03 51 50.60 22 53 44.19 17.3 0.7 -46.9 0.7 7.7 1.2
J035151.16+231740.9 03 51 51.16 23 17 40.93 18.6 1.0 -47.6 0.9 7.9 1.3
J035151.55+233449.2 03 51 51.55 23 34 49.21 19.9 0.3 -46.6 0.2 7.8 1.2
J035154.02+240250.9 03 51 54.02 24 02 50.92 19.5 1.0 -43.1 0.9 7.3 1.2
J035154.51+233331.6 03 51 54.51 23 33 31.59 22.1 0.4 -49.1 0.4 8.3 1.3
J035157.34+232021.8 03 51 57.34 23 20 21.78 20.7 0.4 -45.6 0.3 7.7 1.2
J035157.52+254831.3 03 51 57.52 25 48 31.28 20.1 0.4 -49.8 0.3 8.2 1.3
J035158.34+235819.5 03 51 58.34 23 58 19.53 18.0 0.3 -48.2 0.2 7.9 1.3
J035158.82+244004.2 03 51 58.82 24 40 04.21 17.4 0.4 -44.9 0.4 7.4 1.2
J035159.27+231717.7 03 51 59.27 23 17 17.71 18.7 0.4 -42.1 0.3 7.1 1.2
J035201.65+250129.0 03 52 01.65 25 01 29.00 19.3 0.7 -42.9 0.6 7.2 1.2
J035202.10+231545.4 03 52 02.10 23 15 45.40 17.5 0.7 -43.6 0.6 7.2 1.2
J035202.64+250614.8 03 52 02.64 25 06 14.77 17.3 0.7 -43.6 0.7 7.2 1.2
J035203.59+250113.5 03 52 03.59 25 01 13.47 19.6 0.7 -43.8 0.6 7.3 1.2
J035204.38+214539.0 03 52 04.38 21 45 39.05 17.5 0.4 -44.1 0.3 7.3 1.2
J035204.47+241439.7 03 52 04.47 24 14 39.71 19.0 0.3 -43.4 0.2 7.3 1.2
J035205.58+223455.2 03 52 05.58 22 34 55.21 20.1 0.3 -45.1 0.2 7.6 1.2
J035205.82+241731.2 03 52 05.82 24 17 31.20 18.0 0.3 -43.7 0.2 7.3 1.2
J035206.67+220114.2 03 52 06.67 22 01 14.20 15.4 0.7 -45.4 0.7 7.4 1.2
J035206.71+241600.6 03 52 06.71 24 16 00.63 21.0 0.3 -46.2 0.2 7.8 1.2
J035207.95+252754.6 03 52 07.95 25 27 54.65 17.1 0.4 -42.7 0.3 7.0 1.2
J035211.22+205233.5 03 52 11.22 20 52 33.49 17.3 0.6 -43.0 0.5 7.2 1.2
J035212.19+262208.7 03 52 12.19 26 22 08.73 20.4 1.6 -44.8 1.5 7.5 1.2
J035213.20+261145.2 03 52 13.20 26 11 45.20 17.5 1.5 -42.9 1.5 7.1 1.2
J035213.32+260836.7 03 52 13.32 26 08 36.70 14.0 0.7 -40.8 0.6 6.6 1.1
J035214.07+282440.9 03 52 14.07 28 24 40.90 15.3 2.3 -42.8 2.2 6.9 1.2
J035215.63+253109.2 03 52 15.63 25 31 09.17 17.8 0.5 -44.6 0.5 7.4 1.2
J035217.54+242719.8 03 52 17.54 24 27 19.82 17.3 0.3 -42.1 0.3 7.0 1.1
J035217.64+242718.4 03 52 17.64 24 27 18.36 19.5 1.0 -46.9 1.0 7.8 1.3
J035218.46+220053.3 03 52 18.46 22 00 53.26 19.1 0.4 -41.9 0.3 7.1 1.2
J035218.64+240428.0 03 52 18.64 24 04 28.03 19.6 0.4 -46.8 0.3 7.8 1.2
J035218.71+235236.8 03 52 18.71 23 52 36.76 18.6 0.3 -46.2 0.2 7.7 1.2
J035220.65+243355.8 03 52 20.65 24 33 55.82 18.4 0.3 -45.0 0.2 7.5 1.2
J035222.51+233841.4 03 52 22.51 23 38 41.39 18.3 0.3 -49.5 0.2 8.1 1.3
J035227.19+231208.0 03 52 27.19 23 12 07.96 15.2 1.3 -41.6 1.3 6.8 1.1
J035230.91+243239.7 03 52 30.91 24 32 39.72 18.0 0.3 -45.7 0.2 7.5 1.2
J035234.47+223007.5 03 52 34.47 22 30 07.45 19.0 0.3 -42.4 0.2 7.2 1.2
J035235.32+250104.4 03 52 35.32 25 01 04.40 17.4 0.7 -45.2 0.7 7.4 1.2
J035238.91+255025.5 03 52 38.91 25 50 25.45 21.2 0.3 -45.9 0.2 7.7 1.2
J035239.15+244629.6 03 52 39.15 24 46 29.60 17.5 0.6 -44.9 0.6 7.4 1.2
J035243.23+242758.8 03 52 43.23 24 27 58.76 18.6 0.3 -45.0 0.2 7.5 1.2
J035244.28+235415.1 03 52 44.28 23 54 15.15 16.9 0.3 -44.7 0.2 7.4 1.2
J035244.47+242059.6 03 52 44.47 24 20 59.61 18.0 0.3 -45.8 0.2 7.6 1.2
J035245.36+251647.1 03 52 45.36 25 16 47.12 15.3 0.8 -45.3 0.7 7.3 1.2
J035245.66+214119.8 03 52 45.66 21 41 19.80 17.9 0.4 -45.1 0.3 7.5 1.2
J035251.72+223132.6 03 52 51.72 22 31 32.63 18.9 0.4 -45.4 0.3 7.6 1.2
J035251.79+233348.2 03 52 51.79 23 33 48.23 19.9 0.3 -48.3 0.2 8.0 1.3
J035253.48+244256.6 03 52 53.48 24 42 56.64 17.3 0.9 -44.5 0.9 7.3 1.2
J035254.26+251743.1 03 52 54.26 25 17 43.12 17.7 1.2 -47.7 1.2 7.8 1.3
J035254.91+243718.1 03 52 54.91 24 37 18.08 17.6 1.3 -45.5 1.2 7.5 1.2
J035255.92+245741.7 03 52 55.92 24 57 41.65 17.8 0.5 -46.8 0.5 7.7 1.2
J035256.97+222601.1 03 52 56.97 22 26 01.05 19.1 0.4 -46.4 0.3 7.8 1.2
J035258.13+212526.7 03 52 58.13 21 25 26.74 22.3 1.3 -48.5 1.2 8.3 1.3
J035258.36+210520.0 03 52 58.36 21 05 19.96 18.8 0.7 -49.3 0.7 8.2 1.3
J035258.78+252618.9 03 52 58.78 25 26 18.90 17.7 1.1 -46.5 1.1 7.6 1.2
J035259.14+245405.4 03 52 59.14 24 54 05.41 20.4 0.3 -45.1 0.2 7.6 1.2
J035300.63+233252.3 03 53 00.63 23 32 52.35 16.0 2.6 -43.4 2.6 7.1 1.2
J035304.21+215323.8 03 53 04.21 21 53 23.77 19.1 0.4 -46.1 0.3 7.7 1.2
J035307.29+254721.4 03 53 07.29 25 47 21.36 18.9 0.5 -46.1 0.5 7.6 1.2
J035309.63+233347.9 03 53 09.63 23 33 47.89 19.3 0.3 -46.8 0.2 7.8 1.2
J035316.44+232058.2 03 53 16.44 23 20 58.18 16.5 0.3 -40.1 0.2 6.7 1.1
J035324.11+234758.4 03 53 24.11 23 47 58.43 18.7 0.3 -45.0 0.2 7.5 1.2
J035324.24+251437.5 03 53 24.24 25 14 37.55 18.0 1.1 -47.3 1.0 7.8 1.2
J035324.50+250207.0 03 53 24.50 25 02 06.99 16.0 0.3 -46.1 0.3 7.5 1.2
J035324.83+232414.8 03 53 24.83 23 24 14.79 18.8 0.4 -46.2 0.3 7.7 1.2
J035331.57+205726.9 03 53 31.57 20 57 26.87 18.9 0.7 -49.3 0.6 8.2 1.3
J035335.39+214705.7 03 53 35.39 21 47 05.72 19.2 0.4 -45.5 0.3 7.7 1.2
J035335.52+260708.2 03 53 35.52 26 07 08.24 17.9 0.3 -44.7 0.2 7.4 1.2
J035343.03+205000.2 03 53 43.03 20 50 00.17 19.1 1.6 -41.3 1.6 7.1 1.2
J035347.57+234431.0 03 53 47.57 23 44 30.95 18.1 0.3 -47.9 0.2 7.9 1.3
J035348.03+234909.8 03 53 48.03 23 49 09.75 19.1 0.3 -47.4 0.2 7.9 1.3
J035348.40+292816.0 03 53 48.40 29 28 16.04 20.6 1.6 -47.5 1.6 7.9 1.3
J035353.32+223037.5 03 53 53.32 22 30 37.52 21.2 0.3 -48.1 0.2 8.1 1.3
J035355.12+232336.1 03 53 55.12 23 23 36.15 17.2 0.3 -42.7 0.2 7.1 1.2
J035357.28+232043.0 03 53 57.28 23 20 42.95 18.1 0.3 -44.8 0.2 7.4 1.2
J035400.37+243450.0 03 54 00.37 24 34 49.99 17.8 0.3 -43.9 0.2 7.3 1.2
J035400.70+235859.7 03 54 00.70 23 58 59.71 19.6 0.3 -49.1 0.2 8.1 1.3
J035401.11+231941.2 03 54 01.11 23 19 41.19 18.8 0.3 -42.8 0.2 7.2 1.2
J035401.43+234957.5 03 54 01.43 23 49 57.52 18.9 2.2 -42.9 2.1 7.2 1.2
J035402.72+233501.1 03 54 02.72 23 35 01.10 16.7 0.4 -44.6 0.3 7.3 1.2
J035405.34+233359.5 03 54 05.34 23 33 59.49 15.5 0.4 -43.6 0.3 7.1 1.2
J035406.75+253745.4 03 54 06.75 25 37 45.39 19.2 1.4 -44.2 1.4 7.4 1.2
J035406.96+191914.3 03 54 06.96 19 19 14.30 19.3 3.3 -47.9 3.5 8.1 1.4
J035410.27+234140.2 03 54 10.27 23 41 40.16 18.2 0.7 -47.8 0.6 7.9 1.3
J035411.49+251842.6 03 54 11.49 25 18 42.58 17.9 1.0 -46.1 0.9 7.6 1.2
J035413.01+232050.8 03 54 13.01 23 20 50.81 19.0 0.3 -47.0 0.2 7.8 1.2
J035414.06+231752.1 03 54 14.06 23 17 52.06 18.9 0.6 -45.4 0.5 7.6 1.2
J035415.60+242045.8 03 54 15.60 24 20 45.82 15.5 0.4 -38.6 0.3 6.4 1.1
J035422.48+233812.0 03 54 22.48 23 38 12.05 19.2 0.3 -44.5 0.2 7.5 1.2
J035423.99+235158.9 03 54 23.99 23 51 58.95 18.2 0.3 -46.8 0.2 7.7 1.2
J035424.39+224120.5 03 54 24.39 22 41 20.46 19.1 0.9 -46.1 0.9 7.7 1.2
J035425.03+244243.7 03 54 25.03 24 42 43.69 20.0 0.3 -46.7 0.3 7.8 1.2
J035427.97+235007.0 03 54 27.97 23 50 07.01 22.5 0.4 -47.1 0.3 8.0 1.3
J035428.11+235636.2 03 54 28.11 23 56 36.22 18.4 0.3 -45.7 0.2 7.6 1.2
J035431.48+223901.6 03 54 31.48 22 39 01.64 18.7 0.4 -43.7 0.3 7.4 1.2
J035433.62+254043.3 03 54 33.62 25 40 43.33 16.9 1.2 -43.1 1.2 7.1 1.2
J035437.36+231332.7 03 54 37.36 23 13 32.67 19.1 0.3 -43.9 0.2 7.4 1.2
J035438.02+195422.6 03 54 38.02 19 54 22.57 16.7 3.2 -45.5 3.3 7.6 1.3
J035439.13+243554.6 03 54 39.13 24 35 54.58 18.9 0.3 -44.1 0.2 7.4 1.2
J035446.39+250258.2 03 54 46.39 25 02 58.16 15.5 1.7 -41.2 1.7 6.8 1.1
J035458.04+251428.9 03 54 58.04 25 14 28.94 16.9 0.8 -46.7 0.7 7.6 1.2
J035503.61+213109.7 03 55 03.61 21 31 09.75 16.8 0.9 -49.2 0.9 8.1 1.3
J035504.36+261550.3 03 55 04.36 26 15 50.29 16.9 0.4 -44.7 0.3 7.3 1.2
J035508.98+240502.5 03 55 08.98 24 05 02.52 18.0 0.3 -45.0 0.2 7.5 1.2
J035511.85+225802.4 03 55 11.85 22 58 02.36 17.8 0.9 -50.4 0.9 8.2 1.3
J035513.64+193016.5 03 55 13.64 19 30 16.52 15.3 4.9 -39.8 4.5 6.7 1.3
J035527.05+251445.8 03 55 27.05 25 14 45.84 18.5 0.5 -43.5 0.4 7.3 1.2
J035529.02+234620.4 03 55 29.02 23 46 20.40 17.1 0.6 -44.7 0.6 7.4 1.2
J035530.19+210110.2 03 55 30.19 21 01 10.18 18.0 2.1 -43.9 2.1 7.4 1.2
J035530.90+232350.9 03 55 30.90 23 23 50.89 19.2 0.3 -44.1 0.2 7.4 1.2
J035533.86+224831.6 03 55 33.86 22 48 31.61 16.5 1.0 -41.7 1.0 6.9 1.1
J035534.29+222329.1 03 55 34.29 22 23 29.15 15.4 1.8 -39.5 1.8 6.6 1.1
J035534.41+235828.4 03 55 34.41 23 58 28.44 17.6 0.3 -42.7 0.2 7.1 1.2
J035548.72+235536.1 03 55 48.72 23 55 36.06 18.2 0.8 -44.9 0.7 7.5 1.2
J035556.04+233401.9 03 55 56.04 23 34 01.95 18.6 0.4 -44.0 0.3 7.4 1.2
J035558.17+243259.6 03 55 58.17 24 32 59.61 19.4 1.0 -48.7 0.9 8.1 1.3
J035558.84+245740.0 03 55 58.84 24 57 40.00 20.2 0.3 -47.3 0.2 7.9 1.3
J035559.93+265959.6 03 55 59.93 26 59 59.59 16.9 1.5 -41.9 1.5 6.9 1.2
J035605.82+222621.7 03 56 05.82 22 26 21.65 17.7 1.0 -38.0 1.0 6.5 1.1
J035611.33+203429.7 03 56 11.33 20 34 29.74 21.0 1.7 -46.7 1.7 8.0 1.3
